Pattern_1 Pattern_5
AC007750.1 0.000552476325538009 0.00146703526843339
AC016575.1 0.00200230395421386 0.00343759241513908
MARVELD1 0.350951611995697 0.641226589679718
C6orf47-AS1 0.00344378943555057 0.0101294778287411
AC016924.1 0.000402986450353637 0.000176244604517706
AC100801.1 0.000248775410000235 0.0108263241127133
SYNPO2 0.112015753984451 0.00301111093722284
COL22A1 0.00169117841869593 0.00978196132928133
OPCML 0.000577146012801677 0.000386379368137568
PLPPR3 0.0276723634451628 0.0328541807830334
AL365361.1 0.124886035919189 0
MORN2 0.0110798729583621 0.299885421991348
TNIP2 0.430811613798141 0.378884077072144
VEGFB 0.822827339172363 0.277696222066879
STOX2 0.00290535879321396 0.00017860128718894
SYTL3 0.110067844390869 0.00583358574658632
AL512604.3 0.000310822360916063 0.00019248909666203
PCGF5 0.213004946708679 0.344632029533386
PLPP6 0.0146274119615555 0.0832187011837959
COX4I2 0.134349048137665 0.0157252103090286
Z92544.1 0.000395810551708564 0.00156677386257797
CAMTA1-DT 0.00183029635809362 0.0054915901273489
AL591848.2 0.000489909376483411 0.000226230418775231
PRR26 0.00052892864914611 0.000163333344971761
AC008440.2 0.000819247157778591 0.000600091647356749
BDKRB2 0.0838320478796959 0.0160023551434278
IRAIN 0.000322897161822766 0.000167126709129661
TMOD2 0.0717414319515228 0.052174337208271
PCED1B-AS1 0.829987823963165 0.00143272976856679
AC012464.3 0.000421530712628737 0.00028938366449438
TSPYL1 0.298088759183884 0.715254426002502
AF186192.1 0.000298191414913163 0.000177255846210755
ARV1 0.0592047460377216 0.332367748022079
PLD4 0.358317106962204 0.000368472072295845
TBX21 0.104548439383507 0.00015294790500775
INHBE 0.00032318034209311 0.000165627046953887
GOLGA6L4 0.0210480764508247 0.00209448765963316
ZNF138 0.0843544825911522 0.16921378672123
CAPS 0.315252065658569 1.15113246440887
RUVBL1 0.14812371134758 0.492943078279495
CDKL3 0.00230229087173939 0.054081279784441
AC008703.1 0.00206097587943077 0.113293990492821
AC018521.2 0.00109200936276466 0.00256282812915742
TFPT 0.427207857370377 0.257439106702805
AC078905.1 0.000375615491066128 0.000174022366991267
RNH1 1.07780861854553 1.59947776794434
NID1 0.381254404783249 0.163253724575043
XPOT 0.174669221043587 0.791361689567566
HSPA5 0.83064067363739 1.59214806556702
AC109460.2 0.000353088224073872 0.000178273767232895
CBY1 0.147095113992691 0.338471531867981
AC023593.1 0.000353070179698989 0.000217513428651728
PYGO2 0.154401302337646 0.657755374908447
DNAJC27-AS1 0.000437358976341784 0.0913518816232681
AC121493.1 0.000826552975922823 0.000207755758310668
CHAF1B 0.0158734004944563 0.164760798215866
AC092849.2 0.00103423267137259 0.000206923694349825
AC002116.2 0.00361230107955635 0.0110513158142567
ZNF295-AS1 0.000972376146819443 0.000207772754947655
AL139351.2 0.000468614627607167 0.000219711873796768
CLCN3 0.0832466632127762 0.467229008674622
AC027682.6 0.00262909871526062 0.00929434970021248
GAN 0.00309332436881959 0.00773401325568557
LRRC3-DT 0.000405182887334377 0.000292407959932461
ADH1A 0.000319841667078435 0.000168087266501971
TRAF3IP1 0.0417154990136623 0.122050203382969
SETBP1 0.045704547315836 0.00016286876052618
HNRNPR 0.393413931131363 0.825374841690063
AC073896.3 0.000424528203438967 0.000342267216183245
FAT1 0.200182855129242 0.109735578298569
CD180 0.219049453735352 0.0150303822010756
FBXO8 0.0710598453879356 0.18600657582283
CYBB 0.706325232982635 0.0166489779949188
LRFN3 0.0900571197271347 0.17294979095459
CLCA4-AS1 0.000371017231373116 0.000170223327586427
ABTB1 0.485158234834671 0.302680164575577
BRF2 0.0190710015594959 0.239822924137115
NLRP7 0.00042097526602447 0.000163195727509446
MAP3K6 0.20328888297081 0.212462171912193
BX664727.3 0.0250703021883965 0.00208081258460879
WSCD2 0.000349109352100641 0.000201147311599925
EXOC5 0.214679926633835 0.409159064292908
LINC02542 0.000705333251971751 0.000161903648404405
OSBPL2 0.114978455007076 0.383183479309082
AC006450.3 0.000541968445759267 0.00164689298253506
AC008894.2 0.00156863080337644 0.00159233075100929
SHB 0.0847500860691071 0.629965424537659
AC007993.3 0.000624544511083513 0.000168074868270196
CHRNB1 0.0474737212061882 0.0252398531883955
PPP1R1B 0.0246304888278246 0
RSBN1 0.139328509569168 0.297172844409943
SKA1 0.00955829862505198 0.261464476585388
HNRNPA1P48 0.145880877971649 0.272077858448029
AC016590.2 0.000317732949042693 0.00020730278629344
GLI2 0.0453520491719246 0.00132659915834665
E2F8 0.00143363850656897 0.116427324712276
TRPM2 0.37916374206543 0.0945960730314255
AC006427.2 0.000351162685547024 0.0001590499014128
IL1RAPL2 0.000376634794520214 0.000332484778482467
OGG1 0.131331264972687 0.412164717912674
FAM25A 0.00861195661127567 0
IGHV2-5 0.000442488439148292 0.000157820555614308
AL031658.1 0.000356490752892569 0.000177769572474062
DCK 0.248953178524971 0.308224707841873
AC132872.2 0.000331510324031115 0.00810768641531467
SMAD4 0.257123827934265 0.765426397323608
LINC01150 0.0272534321993589 0.000215680134715512
AC023632.2 0.00141462497413158 0.00886959861963987
MYORG 0.00800978019833565 0.269304782152176
TMEM270 0.000695406168233603 0.00079677312169224
HADHB 0.48223602771759 0.449687629938126
GMIP 0.438278824090958 0.212091311812401
RIMKLB 0.051655039191246 0.179369732737541
AL035420.1 0.000331556657329202 0.000216268599615432
PNKP 0.156882658600807 0.447594404220581
AC007877.1 0.00365561642684042 0.000222917980863713
ZNF565 0.00255437917076051 0.0474299378693104
TCF21 0.00036152740358375 0.000217115972191095
AC074050.3 0.000343186722602695 0.000232618636800908
RALGAPA2 0.138517171144485 0.148920223116875
TOR4A 0.22269432246685 0.0654537230730057
SRGAP3-AS4 0.000733560940716416 0.000217805514694192
EMILIN1 1.3984180688858 0.552101016044617
MSANTD3 0.0962532833218575 0.191706776618958
GAS6-DT 0.00383992888964713 0.000482452276628464
TGIF1 0.204211309552193 0.874339699745178
UTP6 0.176264628767967 0.35365429520607
PSMC2 0.401421725749969 0.48791030049324
CAMSAP3 0.0199283380061388 0.584222018718719
RTN3 0.304643541574478 0.697719514369965
GGA3 0.217465832829475 0.442770808935165
CINP 0.102488867938519 0.46271950006485
AC010092.1 0.000518279382959008 0.000164923883858137
TTLL9 0.00252205296419561 0.00370549433864653
AC138150.2 0.000163613745826297 0.202743262052536
TMEM173 0.629098415374756 0.144383922219276
GNG11 0.685017824172974 0.114032246172428
MAB21L1 0.000865565671119839 0.000236347099416889
AL118522.1 0.00605728104710579 0.136489167809486
HOXB4 0.0863233953714371 0.0171783901751041
LINC02224 0.00049918086733669 0
ASAP2 0.0975561216473579 0.180540755391121
CYTH3 0.248201936483383 0.0486982613801956
MAFA-AS1 0.000723885663319379 0.00370058021508157
NCBP3 0.120857208967209 0.260266482830048
MC5R 0.000314867793349549 0.000197367058717646
HNRNPAB 0.435766369104385 2.27033948898315
SLCO1C1 0.00454681692644954 0.000293481250992045
AC087175.1 0.00140488240867853 0.000592501310165972
AC009163.6 0.00051201245514676 0.000286175432847813
AC005323.2 0.000347143592080101 0.000157875940203667
CRYBG3 0.126923874020576 0.00212188740260899
AC118754.1 0.000441355659859255 0.000177876412635669
PFKFB3 0.238134026527405 1.32917594909668
SMIM6 0.000933837960474193 0.000189222351764329
DCBLD2 0.0619899183511734 0.156167507171631
NHSL1 0.0479034185409546 0.06852176040411
LINC01978 0.000354829797288403 0.000201414353796281
SMIM10L1 0.177868217229843 0.464049249887466
RNF145 0.390656411647797 0.0626550391316414
AGBL5 0.0610405504703522 0.158480048179626
CTH 0.000552504556253552 0.00174592237453908
LRIG3 0.101816236972809 0.113189622759819
RIMS2 0.000138326169690117 0
KLHDC3 0.409564882516861 0.504418134689331
ULK3 0.201564759016037 0.24189367890358
AC023302.2 0.00052394246449694 0.000373033341020346
AP005205.2 0.00156369688920677 0.000591322313994169
AL157895.1 0.00766851799562573 0.000533557555172592
TLCD1 0.002929562702775 0.11679382622242
LINC02228 0.000415937334764749 0.000178577160113491
LRRC1 0.0888467356562614 0.396054446697235
PALLD 0.391866445541382 0.555544793605804
CACNA1F 0.00061211216961965 0.0025379192084074
ADGRG5 0.0817614793777466 0.000132370405481197
RAB15 0.0418599136173725 0.232604563236237
VIPR1-AS1 0.000298507686238736 0.000154320674482733
C19orf44 0.028309153392911 0.0644910559058189
AC073475.1 0.000332966970745474 0.000201796210603788
AL807752.4 0.00036124384496361 0.000177741560037248
GPRASP1 0.0530992485582829 0.00420651258900762
KIF7 0.0141401793807745 0.0638998076319695
AC078883.1 0.0117874881252646 0.000356738019036129
LINC01828 0.000407768064178526 0.000213266888749786
TNMD 0.000360295758582652 0.000164253622642718
RIPOR3 0.0214575808495283 0.0669813752174377
AP005264.1 0.000329585862345994 0.000165900099091232
LINC01355 0.0337408594787121 0.0416344627737999
TMA7 1.42766737937927 4.2190260887146
BRD2 0.669131636619568 1.15679049491882
AC100830.1 0.000579207146074623 0.000176551737240516
AP005136.4 0.00440367171540856 0.0065104584209621
AL591178.1 0.000331092916894704 0.000230397185077891
MORC3 0.212456166744232 0.221318751573563
ANKK1 0.000752448104321957 0.000468826212454587
LINC02361 0.0368651486933231 0.0485277771949768
KCNH1-IT1 0.000464626646135002 0.000492584134917706
PRRG1 0.0102753359824419 0.0562189407646656
USF2 0.766066789627075 0.817044973373413
CTXN1 0.0613658875226974 0.509117007255554
AC105450.1 0.000573422410525382 0.000254393322393298
FBRSL1 0.316150724887848 0.669182419776917
LSAMP-AS1 0.000436162867117673 0.000140450545586646
FANCC 0.0169117711484432 0.464132964611053
CTBP1-AS 0.000365429470548406 0.00022382837778423
NPHP4 0.0402667447924614 0.158102333545685
C1orf198 0.18227182328701 0.532754600048065
SLC16A11 0.00551123451441526 0.000270996009930968
AC027796.4 0.00036641163751483 0.000255135062616318
PRPF4B 0.354526460170746 0.552671432495117
AC005329.2 0.00121227721683681 0.000576286518480629
Z98885.2 0.000320208055200055 0.000263213849393651
TMEM268 0.104452528059483 0.398465871810913
VPS13D 0.0975912287831306 0.258053451776505
AC003986.2 0.000483388866996393 0.0001711665536277
AC012186.2 0.000387152133043855 0.000161195959663019
RPS11 3.81995844841003 3.76967215538025
IFT74 0.0639526173472404 0.156113013625145
AC068888.2 0.000326717708958313 0.000156165348016657
LDHA 0.750399529933929 3.34623217582703
ABITRAM 0.065457746386528 0.19860765337944
SNHG22 0.0311864968389273 0.0223258398473263
MFSD9 0.0342987552285194 0.0630633756518364
VASH2 0.0263600144535303 0.0353150218725204
TOR1AIP1 0.189193844795227 0.211848616600037
ACP1 0.280192822217941 0.753613293170929
C11orf68 0.355020731687546 0.245868921279907
POMK 0.000609880604315549 0.000259137566899881
DPEP3 0.00169739197008312 0.000255794322583824
ADAMTS5 0.0200649686157703 0.0141152748838067
LINC01376 0.000343171908752993 0.000179726805072278
ATP6V1A 0.226283237338066 0.410508215427399
AC005632.6 0.000327241024933755 0.00023133477952797
AC105219.2 0.000345207110513002 0.0105385044589639
LRRC75A 0.104650244116783 0.350603818893433
AC092803.1 0.000897040881682187 0.196023628115654
AKR1B10 0.00575174856930971 0.000336109515046701
ADAM33 0.0844327360391617 0
RNF40 0.257340282201767 0.881039619445801
VPS18 0.206721127033234 0.268297880887985
AC098595.1 0.000398486241465434 0.000198667970835231
SPSB4 0.00138730986509472 0.00366631569340825
NECTIN4 0.0749423950910568 0.17755925655365
CAPN11 0.00506083620712161 0.000134267727844417
RHOQ 0.456875115633011 0.194418147206306
GNL3L 0.126739531755447 0.229751154780388
AC135012.1 0.00032361174817197 0.000212549799471162
AP000708.1 0.000643054663669318 0.000243556190980598
GAS2L2 0.000393439608160406 0.000196442066226155
OR3A2 0.000311008654534817 0.000170820654602721
XRCC6 0.518093228340149 1.0065336227417
RUNDC1 0.0479320734739304 0.287955284118652
MACORIS 0.0433670170605183 0.0108052706345916
ZNF569 0.00114644400309771 0.0357018783688545
WDR7 0.0707248970866203 0.227446228265762
L2HGDH 0.000677382457070053 0.120946563780308
IFT88 0.0320979133248329 0.110703662037849
AC114341.1 0.0013719602720812 0.00181703537236899
BCAP29 0.274980247020721 0.212382167577744
DOCK2 0.471544414758682 0.0327918007969856
GPR85 0.0500304885208607 0.0134788798168302
AC093462.1 0.000464921351522207 0.000244468072196469
HERC6 0.165720492601395 0.487032115459442
AC007823.1 0.000426081853220239 0.000501076981890947
ANGPTL2 0.344096601009369 0.215332329273224
UBC 2.21032905578613 4.15040159225464
FASLG 0.0853216722607613 0.00070726964622736
LDB1 0.163684397935867 0.531155169010162
AC006116.8 0.000583823828492314 0.000381069665309042
GPX7 0.180629447102547 0.0270587597042322
ACAP2 0.290074855089188 0.26820233464241
ACTR3C 0.0181722473353148 0.0238904785364866
TMEM169 0.017242768779397 0.000308486283756793
MFAP3L 0.0289672072976828 0.155238434672356
ANKRD13C 0.126033931970596 0.138944253325462
SMARCD3 0.195713922381401 0.428047686815262
BANP 0.121821336448193 0.332346826791763
LINC00551 0.000311367475660518 0.000169802267919295
AC008505.1 0.000312904361635447 0.000163898657774553
B4GALNT2 0.0015375156654045 0.00282176188193262
LZTS3 0.00135424663312733 0.0581554211676121
PHF21B 0.00052733498159796 0.000237619125982746
AL020997.2 0.00135877286083996 0.00225198036059737
PLEKHF1 0.239888608455658 0.208787500858307
FEZ2 0.268148958683014 0.188322424888611
KIAA0930 0.620483040809631 0.525278151035309
PLAA 0.120294205844402 0.238592609763145
AKT1S1 0.306980162858963 0.580320298671722
YWHAB 1.1070967912674 1.32752668857574
CDH8 0.000814200669992715 0.00197695242241025
PROB1 0.0206974148750305 0.0311484076082706
AC018653.3 0.000510880257934332 0.0184394624084234
ARNT 0.162358149886131 0.353227436542511
PRADC1 0.211184471845627 0.272300690412521
CADM4 0.000189829370356165 0.203649178147316
GMPPB 0.188359245657921 0.45456874370575
GATA2-AS1 0.0116731710731983 0.116473361849785
ANAPC11 0.683599293231964 3.28115916252136
AC087521.2 0.000427838007453829 0.000176630433998071
SNAPC3 0.0781684890389442 0.224055513739586
CCDC12 0.331345081329346 0.846471011638641
SMAD1 0.0987814664840698 0.197778597474098
ORMDL1 0.352280586957932 0.3304243683815
AC021483.2 0.000406651612138376 0.000412387307733297
SEMA4B 0.0477953627705574 0.402236521244049
FUT7 0.0861732140183449 0
CTDP1 0.230587244033813 0.453968822956085
PTPRZ1 0.000361809885362163 0.000160997355123982
RNF185 0.107240192592144 0.159312948584557
FTL 6.07479667663574 5.8274507522583
AC104031.1 0.000648845569230616 0.000465911871287972
LPAR1 0.0796689465641975 0.0722941532731056
EFCAB2 0.0313829816877842 0.0424177050590515
TBC1D32 0.00987850036472082 0.0397318191826344
SNW1 0.208241149783134 0.502919971942902
XRRA1 0.0446005612611771 0.1540846824646
VDAC2 0.422178894281387 0.959007740020752
MAPRE3 0.00410602195188403 0.194393888115883
AL451065.1 0.000338236393872648 0.000224290270125493
FOXD1-AS1 0.00031327031319961 0.000171940759173594
ZSCAN32 0.0364608727395535 0.128224030137062
MSH2 0.10875079035759 0.168594181537628
STMN3 0.420186549425125 0.0551993995904922
TENM4 0.0577439367771149 0.0196972824633121
CBLN4 0.00361593160778284 0.00308902771212161
B3GNT7 0.00848058983683586 0.0337983444333076
AC004943.1 0.000443613535026088 0.000255882332567126
VHL 0.0407941527664661 0.0590201318264008
CDC40 0.145256519317627 0.297728538513184
PRMT9 0.0383885763585567 0.048504862934351
KLF10 0.304390162229538 0.598921895027161
LINC01034 0.000328046880895272 0.000197694127564318
LINC01358 0.00491569936275482 0.000215161213418469
CLCN6 0.0576615519821644 0.0895167663693428
TAOK2 0.240202337503433 0.398109972476959
PPM1M 0.329965502023697 0.130822196602821
AC004908.2 0.00147285161074251 0.00133735593408346
AC006213.2 0.00118353078141809 0.00050199095858261
CFHR3 0.000426896614953876 0.0001869705010904
KIF4A 0.0162839908152819 0.208643347024918
ZBTB45 0.180010631680489 0.355412155389786
MS4A2 0.0933500230312347 0.000834020087495446
DHX38 0.358386486768723 0.517816483974457
AF129075.2 0.000906586239580065 0.0092718992382288
COG2 0.102975867688656 0.474380910396576
ITPRIPL1 0.0334070399403572 0.000232277103350498
TARSL2 0.0754417851567268 0.0426926650106907
Z98884.2 0.00071451929397881 0.000478566507808864
AC090001.1 0.00032722094329074 0.00020734935242217
CAPS2 0.0122226132079959 0.000576936348807067
AC092115.3 0.00253599975258112 0.000293649762170389
RAET1G 0.00123208516743034 0.000785683922003955
SPTBN5 0.0900498926639557 0.0767608657479286
ROR1-AS1 0.00111521733924747 0.000170640036230907
GDPD5 0.189956575632095 0.29609215259552
AC073655.1 0.000325277214869857 0.000180492337676696
AC006449.5 0.000138947187224403 0.00862880889326334
KLF5 0.0160884521901608 0.158854126930237
BPTF 0.336228132247925 0.417594134807587
ADGRF4 0.000466672354377806 0.032044306397438
SURF1 0.319650709629059 0.80572772026062
ARHGAP25 0.421366393566132 0.0126765519380569
HSPH1 0.235875800251961 1.24794292449951
CDKN2AIP 0.171649724245071 0.181032478809357
RALGAPA1 0.0754208117723465 0.276084721088409
PPP2R5D 0.199876800179482 0.356526553630829
API5 0.206759199500084 0.479800343513489
PRR5 0.275749504566193 0.197712525725365
EFNB3 0.00939852930605412 0.12810580432415
AC114939.1 0.000329127156874165 0.00024202665372286
AL512283.2 0.000348730507539585 0.000157061513164081
C19orf71 0.00649656541645527 0.000372215959941968
EPB41L1 0.0557935163378716 0.319600105285645
SCGB2A2 0.256136298179626 0
C12orf40 0.000116873045044485 0.0885477140545845
DRC3 0.00287272059358656 0.00888801738619804
RANBP3L 0.00152639392763376 0.0204085446894169
SSR3 0.651733815670013 0.70786315202713
BACE1 0.169864937663078 0.0968853533267975
TAS2R30 0.000357292941771448 0.00017400152864866
AC073257.2 0.00087150780018419 0.000355038268025964
AC007687.1 0.00066575180971995 0.000324370572343469
AC092353.1 0.000393259571865201 0.000375825184164569
AC120114.2 0.000650456291623414 0.000297499471344054
ACTRT3 0.00139054271858186 0.00114294525701553
PNPO 0.175893306732178 0.467292308807373
TNFAIP6 0.113909758627415 0.160316124558449
ATG3 0.439034134149551 0.488093912601471
MYL10 0.000305935885990039 0.000164098353707232
NIBAN1 0.288932472467422 0
RUNX3 0.397516250610352 0.0961744114756584
PPP1CA 0.894436955451965 1.34489107131958
KRT40 0.000297675374895334 0.000165370292961597
SLC16A1 0.085397444665432 0.0909684672951698
DSG3 0.00860040541738272 0.000215529129491188
ELOF1 0.320060402154922 0.552297949790955
CMTM8 0 0.865986824035645
AC007066.3 0.000639833160676062 0.00148986175190657
IL22RA1 0.000454731896752492 0.000207769466214813
PLAGL1 0.183240070939064 0.0485689751803875
AC108865.2 0.000325137720210478 0.000234714781981893
VSIG10L 0.00717203877866268 0.000917061697691679
PLA1A 0.0792709812521935 0.00121517258230597
SMIM25 0.212048500776291 0.102551780641079
TNFAIP8 0.443375796079636 0.0640324875712395
SLC38A4 0.000855290971230716 0.00175490032415837
HS3ST2 0.0741251483559608 0.0258753709495068
AC010320.1 0.000382483936846256 0.000205363146960735
LILRB3 0.296929329633713 0.0294226389378309
TGFA 0.0208595991134644 0.0202895719558001
AC084876.1 0.000333454896463081 0.000189770202268846
FBXO15 0.000874852761626244 0.0109471082687378
CBLL1 0.107486210763454 0.151812151074409
UCKL1 0.174555957317352 0.63754791021347
AC011468.3 0.000314786331728101 0.000166591460583732
ETFB 0.471927583217621 0.661453187465668
LRRC17 0.0613820664584637 0.0233182813972235
LINC01381 0.000332986412104219 0.000195150074432604
ACOT1 0.000415345712099224 0.000234760329476558
LAMTOR1 0.882284700870514 0.964247643947601
PEX5 0.0658029466867447 0.290238887071609
RABL2A 0.0660850405693054 0.0986176654696465
LINC01508 0.001599658629857 0.00172462232876569
ALCAM 0.0980080366134644 0.43183046579361
AC132217.1 0.000518958840984851 0.000211210179259069
BCLAF1 0.407509595155716 0.604459702968597
EXO5 0.0282003227621317 0.0799941271543503
AC051619.11 0.000510883633978665 0.000201819493668154
ZBED1 0.353172928094864 0.281242340803146
PSMA8 0.000452994572697207 0.00018124416237697
RAI1 0.146403774619102 0.378821551799774
ZKSCAN3 0.000799245201051235 0.0640296041965485
PI4KB 0.312756925821304 1.1133850812912
LINC01933 0.00172570405993611 0.0184525996446609
S100PBP 0.184846237301826 0.19393102824688
AC004466.3 0.000549138989299536 0.000172970845596865
TRAPPC3L 0.000626478809863329 0.000168311045854352
GAA 0.863046169281006 0.846193730831146
PHGDH 0.109974250197411 0
TRAV13-2 0.000338102749083191 0.000203922943910584
HOXD8 0.0739427730441093 0.0511473454535007
CEP126 0.0300709716975689 0.023326188325882
IL37 0.000411602028179914 0.000928732741158456
TRIOBP 0.5050008893013 0.517811179161072
TMUB2 0.249460533261299 0.50135201215744
TLCD2 0.0172712914645672 0.0421703532338142
ATP6V0D1 0.583316504955292 0.800245642662048
HS6ST3 0.000109113731014077 0.0773438215255737
ZIC2 0 0.216676324605942
AF233439.3 0.000325637083733454 0.000273846933851019
CFHR1 0.00139902392402291 0.000162496799021028
NIN 0.284690886735916 0.365258604288101
DENND1A 0.186359748244286 0.202020481228828
PLEKHM1 0.205903902649879 0.192264690995216
TOP2A 0.0113699780777097 1.20768058300018
MFSD3 0.135609671473503 0.585328996181488
AC009065.1 0.000877266982570291 0.000426414306275547
MPPED2-AS1 0.000404213496949524 0.000242500347667374
AC009063.2 0.00189337739720941 0.00364328548312187
BACH2 0.0396673642098904 0.00658637890592217
OGFOD1 0.150526434183121 0.250436842441559
GGPS1 0.154178351163864 0.243860676884651
CCDC78 0 0.264045923948288
SLC25A21 0.000482341303722933 0.000830704113468528
AC077690.1 0.000366415188182145 0.000223739014472812
RPL34-AS1 0.00117846950888634 0.000525541778188199
AC068193.1 0.000615371798630804 0.00021294727048371
DDX6 0.334052681922913 0.46166455745697
HEXA-AS1 0.000534952792804688 0.00116287521086633
CLCA4 0.000769917911384255 0.000184828008059412
AC107464.3 0.00355482171289623 0.00837166234850883
LINC02036 0.000896612007636577 0.000165079691214487
AC100861.1 0.0424314402043819 0.10938274115324
TMED8 0.0342201292514801 0.169691428542137
AC007014.2 0.000525324139744043 0.000454765511676669
AL355501.1 0.000317092111799866 0.000165090183145367
SIN3A 0.156153559684753 0.28280633687973
ZNF500 0.0901585072278976 0.119090139865875
ZNF334 0.028611833229661 0.00270561594516039
AC022387.2 0.00111895380541682 0.000825121824163944
CPXM1 0.341403931379318 0.0607455037534237
B3GALT4 0.0878113806247711 0.130918696522713
AC023510.2 0.00182313250843436 0.000198596098925918
SPAST 0.135018453001976 0.0991862416267395
AC090004.2 0.000394828792195767 0.00621567573398352
SOX2 0.00239121681079268 0.000910863396711648
TRIM2 0.0550200715661049 0.0811584964394569
ARHGEF33 0.00147599971387535 0.000298346567433327
SLC31A1 0.133649408817291 0.244355022907257
IGF2R 0.350734204053879 0.47034278512001
CDC7 0.00889983493834734 0.0678794756531715
CCL15 0.0021571998950094 0.00122416717931628
AC011467.1 0.000351882044924423 0.000170194965903647
AC090236.2 0.000321919738780707 0.000172535364981741
AC104435.2 0.000296961719868705 0.000170869403518736
MUL1 0.169624239206314 0.335033982992172
DOCK9-DT 0.00112323102075607 0.0234220363199711
AL135838.1 0.000361695798346773 0.000207635122933425
CYTH4 0.62261027097702 0.0734516978263855
TMTC4 0.0507550686597824 0.224199339747429
ZSCAN9 0.0502101182937622 0.120557636022568
FCER1A 0.0840488374233246 8.05325762485154e-05
FAM230J 0.000319319573463872 0.000176166475284845
CEP19 0.0049614617601037 0.01485600695014
TWF1 0.163800433278084 0.679429233074188
PLAAT3 0.338665813207626 0.20540626347065
MRPL57 0.490035444498062 1.60281157493591
PDE6A 0.000357513927156106 0.00023491725733038
AC022613.1 0.000440046918811277 0.000486261473270133
AKR7A2 0.341738641262054 0.672100961208344
HYDIN 0.00170792895369232 0.00029322991031222
CST9 0 0
UGT3A2 0.000237521584494971 0.00188189407344908
GLYATL2 0.00273790140636265 0.0145002314820886
COL4A1 0.914952278137207 0.580833613872528
DIS3 0.160064086318016 0.157272487878799
AP000866.1 0.00721728894859552 0.000933905481360853
TRAM2-AS1 0.000677155156154186 0.0645789057016373
MAST4 0.108024798333645 0.0303720235824585
VAX1 0.00103641534224153 0.000430397019954398
ZNF445 0.0690027549862862 0.274199187755585
AC122707.1 0.000308369431877509 0.000167151200002991
LINC00649 0.0709338635206223 0.00059112353483215
TRIM68 0.0561172813177109 0.0733414515852928
TMPRSS6 0.0389664843678474 0.000563293055165559
RASSF10 0.00018673024896998 0.0151373827829957
AC009961.4 0.00214794231578708 0.000241153407841921
PITHD1 0.252689212560654 0.384232699871063
NRAS 0.194008633494377 0.0553922802209854
AC068790.2 0.000525747775100172 0.000294633209705353
LILRA4 0.0642480030655861 0.000439517665654421
CTSZ 1.11958348751068 0.478485703468323
AC026780.2 0.000351913389749825 0.000169043662026525
AC016727.1 0.0183125585317612 0.0317392200231552
CSF3R 0.263965964317322 0
OTOR 0.000320201826980338 0.000121899909572676
RFPL4A 0.000706545892171562 0.000170230006915517
TUBG1 0.0856889188289642 0.672486007213593
PKN1 0.584181785583496 0.486312389373779
AL450468.1 0.000696293485816568 0.00152805785182863
FAM199X 0.0998710170388222 0.486688137054443
S1PR1 0.256623446941376 0.0119602344930172
APOE 5.65988302230835 3.50940346717834
REL 0.0621521547436714 0.0181720610707998
NNT-AS1 0.0704330801963806 0.108950145542622
AC126407.1 0.000316774472594261 0.00017561559798196
ZNF544 0.0912033692002296 0.270501166582108
GGT5 0.710831344127655 0.146336302161217
RFC1 0.222108960151672 0.313790649175644
AP004608.1 0.001045927638188 0.000228084056288935
POGLUT3 0.144917637109756 0.0795548260211945
OXSR1 0.147611200809479 0.499155223369598
AC105020.5 0.000844512425828725 0.000193559462786652
MAPK4 0.000552831974346191 0.000272984645562246
AC026471.2 0.000208477838896215 0.0337677970528603
FCGR3B 8.63749955897219e-05 8.48696727189235e-05
TPI1 1.15213894844055 3.77939915657043
PFDN4 0.275742769241333 0.578239798545837
AL118505.1 0.000386211671866477 0.000169420032761991
ZSCAN2 0.0393789149820805 0.077631413936615
FOXP1 0.398426175117493 0.357716977596283
VPS72 0.104834862053394 0.844511389732361
AP001469.3 0.000610568909905851 0.000403365324018523
ZNF17 0.0094399331137538 0.0517804585397243
ARL5B 0.0975288599729538 0.174601152539253
HPS1 0.409758776426315 0.418671727180481
ANKRD40 0.10222166031599 0.362961292266846
ARMH3 0.143612042069435 0.269947290420532
AC126283.1 0.000691245018970221 0.00118193868547678
MATN4 0.00142466649413109 0.0303565189242363
LINC02357 0.000381143763661385 0.00018359960813541
NDST3 0.000547131348866969 0.00034733081702143
TMEM240 0.00423325691372156 0.0642683580517769
OCIAD1 0.413073509931564 0.835927903652191
FTSJ3 0.202067166566849 0.414949715137482
DNAJB5 0.0773523077368736 0.0322651751339436
AL137003.1 0.000365579995559528 0.000202849827473983
RER1 0.648710668087006 0.797740161418915
LCP1 1.39093816280365 0.0540953762829304
WDFY3-AS2 0.00236444477923214 0.00303716002963483
PRR7 0.000355907948687673 0.486214578151703
MAP3K2 0.34682559967041 0.265321731567383
AC069294.1 0.000388031679904088 0.000161930729518645
SOX7 0.0348713584244251 0.00382311129942536
AC099568.2 0.00678823050111532 0.00852594617754221
AC005005.4 0.000349834561347961 0.000164622557349503
FCGBP 0.0417820177972317 0.115147091448307
LINC01311 0.0130096888169646 0.0173135902732611
MS4A7 0.884021461009979 0.165257170796394
DLG4 0.0296165738254786 0.0758698731660843
LILRB4 0.749948680400848 0.105142369866371
ERVW-1 0.000537364860065281 0.00016529815911781
CERNA2 0.000547534844372422 0.000183951240614988
ERC2-IT1 0.000334212149027735 0.000182196337846108
LRRFIP1 0.585816204547882 0.387517333030701
NOC2L 0.286987721920013 0.755691111087799
